35.4125064,14.2416,358.6225,40270,318.2924,276.6570,1.0027840
36.0853827,13.0454,006.5645,03831,324.3806,266.4033,1.0027088
35.5410481,13.9775,007.0624,03277,300.2519,055.0264,1.0027546
35.2416852,14.2922,011.9029,25476,352.7477,048.4928,1.0027248
35.3580561,14.0052,015.0165,05151,044.9209,156.9783,1.0027582
35.6117965,11.2410,016.1954,02067,332.7736,034.1589,1.0027510
35.4428549,13.9218,052.6107,02620,247.2567,314.8428,1.0027307
35.4479673,08.9233,043.0049,03849,275.1969,264.1391,1.0027158
35.5474365,14.5329,013.1242,01326,024.3094,197.2621,1.0027243
34.7490654,09.8876,021.6168,02715,333.3151,220.3147,1.0026900
35.5130453,11.1332,032.1643,08107,325.0003,215.1661,1.0027300
35.8930325,14.2194,005.7074,30229,018.2324,156.7002,1.0027756
35.4960116,11.3133,031.0336,01883,262.2207,123.2800,1.0027000
35.5116035,13.1404,021.0550,02466,323.6358,243.5912,1.0027023
35.5900798,05.8124,062.9959,05669,259.4334,088.6932,1.0027387
35.7585274,00.0940,293.4948,04786,016.7760,141.4610,1.0027326
35.5845788,09.1026,042.3664,05862,298.4142,256.3470,1.0027105
35.6105175,04.6186,072.7096,06642,264.8410,354.9450,1.0000309
32.5174946,03.6280,079.6811,03337,222.8960,243.9904,1.0027396
35.7852216,05.3337,066.9864,04785,257.7262,270.4374,1.0027265
35.5174071,06.1176,061.0829,05350,259.9508,274.5111,1.0027082
35.5470674,08.8515,043.7808,04070,306.7455,044.2148,1.0027137
35.2842800,13.5008,020.9184,01201,282.0622,301.5375,1.0026256
35.5408736,01.6099,091.5972,03453,225.3391,044.7731,1.0027151
35.1481371,05.4379,066.3112,01961,250.9910,092.7767,1.0027034
36.0671598,02.4932,086.7675,03215,233.4779,126.6022,1.0027117
35.7597487,05.7010,064.5025,04199,246.9358,146.9293,1.0027136
35.5480383,10.0640,036.9608,08630,286.2638,256.4740,1.0027484
35.5469801,04.3271,074.0006,04206,236.5848,083.7563,1.0027000
35.4158860,04.5290,070.9055,04772,239.7047,279.1416,1.0027434
35.7838258,08.5304,033.3252,04780,292.9292,261.8666,1.0027057
36.0706327,01.3106,094.6581,03044,214.4961,310.9194,1.0026735
35.6282039,04.3103,074.8589,02198,300.0596,122.7333,1.0013975
35.1751803,10.8009,021.8810,03495,307.6630,226.0733,1.0027165
35.5774516,04.5041,073.2915,03504,247.7547,168.5454,1.0027196
35.5170582,00.7796,095.4049,05358,224.3222,274.0076,1.0027053
35.6074403,00.6574,096.2431,03390,217.2441,155.5315,1.0027329
35.5659976,00.0626,290.9171,01505,013.0044,193.0304,1.0027276
35.5125219,03.0037,084.9236,07847,237.8136,246.7044,1.0027253
35.5324366,00.1102,278.9834,02887,026.3647,245.5636,1.0027258
35.2851279,07.7149,036.0435,03718,317.9529,220.2798,1.0027564
35.4439544,00.9003,098.7500,00253,032.4449,069.5780,1.0027189
35.7138626,08.2078,047.3960,02357,306.6346,217.4692,1.0027498
35.5136869,03.7176,077.9832,04410,235.2000,110.8971,1.0027106
35.6921553,11.4364,027.3952,01136,231.3223,319.2521,1.0028216
35.4721316,03.0872,081.9752,04336,224.6485,045.5086,1.0027391
35.5521271,09.0232,048.4810,17522,298.1306,075.5932,1.0026696
35.3456982,05.4261,066.5141,04494,259.3126,276.4452,1.0010721
35.5160113,03.6941,079.3686,03225,239.0479,269.4619,1.0027157
35.2785659,04.2242,074.6376,05234,235.6759,303.4563,1.0027419
35.5177332,01.0488,097.4831,02057,231.2527,177.5716,0.9913627
35.4976046,00.0582,279.6247,02454,024.7820,184.8370,1.0027139
35.4967815,07.6782,050.6403,01668,260.9494,135.7783,1.0027383
35.8706320,00.0632,281.2206,02611,051.8790,031.8402,1.0026980
36.1556625,02.6228,087.3823,05271,213.8844,313.7783,1.0027341
35.5656486,02.4132,087.0363,01541,299.2047,108.6548,1.0027081
35.1502344,00.0240,128.4658,00572,196.3112,115.7559,1.0027228
35.7553869,05.5234,065.4134,01789,246.0069,123.5854,1.0053577
35.7219755,00.3453,096.7282,02723,196.9899,321.5082,1.0027078
35.4194465,09.1995,031.1736,02076,339.8291,046.6113,1.0053974
35.5796064,01.6539,089.7380,05366,225.1838,255.0627,1.0027409
35.5438396,03.5891,079.8893,02447,238.2531,059.2921,1.0027424
35.7186898,01.5915,091.5277,00373,067.1360,086.8457,0.9919712
35.2984110,02.5173,086.5264,03168,221.3064,317.1915,1.0027028
35.3808828,10.6430,031.2490,01082,316.2409,234.3111,1.0028011
35.4074378,00.3027,098.5711,04939,235.5206,304.6035,1.0006452
35.3882106,00.7590,094.3445,05209,230.9199,295.9831,1.0027166
35.2772230,08.6344,032.4750,02659,284.0665,296.1495,1.0027637
35.5823979,00.0370,276.2321,01769,038.7216,270.1303,1.0028838
35.7437845,01.1428,094.7418,02918,224.2148,053.6547,1.0027170
35.5217689,07.2144,068.6798,26521,269.4224,281.3923,1.0027955
35.6067459,02.5957,086.3347,01382,198.2076,185.2268,1.0013465
35.5887662,05.6543,064.1769,03180,247.5041,307.6828,1.0027164
36.1198551,01.9741,089.8573,01321,269.6711,146.8273,1.0027026
35.3867276,03.9397,077.6075,02591,236.7845,298.8179,1.0027209
35.5123474,00.0162,089.4924,03480,229.4931,249.4639,1.0027143
35.0248005,00.9621,095.7629,02666,203.5777,178.7371,1.0027228
35.4854787,07.6259,050.9023,00975,265.7409,108.6255,0.9959578
35.5871087,00.0135,020.9442,01740,304.6588,284.8928,1.0026711
35.4074378,00.2539,098.6545,05610,216.5719,320.4692,1.0027205
35.4896661,06.3968,059.6778,03883,340.6235,046.0189,1.0027530
32.2403699,06.4856,054.6778,00973,243.7563,320.3067,1.0027303
36.1556625,00.0083,131.6737,02522,211.9415,271.3034,1.0027125
35.5483392,00.7573,095.0185,07397,229.0473,247.4012,0.9975606
35.3732191,06.6745,054.2419,09415,272.9743,130.0632,1.0026712
35.5887662,00.1082,276.2933,04399,011.1459,331.9172,1.0027357
35.5634677,04.0547,076.7868,09273,325.4045,080.8548,1.0027071
36.0317454,00.0069,002.4014,02730,319.6346,156.5186,1.0027049
35.1495329,06.3942,059.5900,03152,302.0602,056.0569,1.0026915
35.1514521,08.8635,045.7788,02208,271.5572,110.9548,1.0027372
35.5324366,01.1787,093.8364,02031,228.2861,234.6970,1.0027376
36.1666147,00.0321,253.9885,02580,079.0936,259.8470,1.0027342
35.5153135,01.5981,093.7074,03117,218.0320,272.6875,1.0027102
35.6866449,05.7832,032.5616,04795,284.9546,107.9572,1.0027068
35.4935917,01.1023,096.0674,05170,218.8323,152.5881,1.0027095
35.7255522,00.0307,104.2027,02897,211.4524,318.8814,1.0027186
36.0741028,05.6199,065.1092,00860,325.3663,088.4449,1.0027707
35.5324366,00.0124,256.1395,01544,124.4712,178.1720,1.0027300
35.5669571,00.5344,096.5808,03531,215.3002,189.8719,1.0027190
35.5494227,05.9055,037.2166,06545,296.5492,073.7564,1.0027122
35.5257664,08.9933,039.9875,00523,304.9501,065.7554,1.0026836
35.5956310,00.2157,098.2992,05196,223.4652,087.8271,1.0027313
35.4616068,00.0649,019.4304,03972,277.3364,010.4639,1.0027148
35.5213278,00.0476,271.9935,03333,052.0363,238.7116,1.0027304
35.5799553,00.0629,282.8410,02940,024.1698,264.9706,1.0027087
35.4671581,00.0164,089.7523,03104,223.7231,347.7837,1.0027198
35.5480383,00.0111,047.0371,00305,213.9336,319.3968,1.0027148
35.6569847,00.0162,013.9362,02918,298.9121,312.8813,1.0027147
35.5174071,00.0390,291.0439,02892,009.6093,294.7474,1.0027163
35.4550334,00.7055,095.7842,02896,222.0482,302.5944,1.0027240
35.5468607,00.0186,098.8424,06142,231.9117,029.1948,1.0031640
35.9220215,00.0053,145.5314,00545,211.8455,024.0113,1.0026770
35.5629443,03.1281,025.9040,02932,291.2208,163.2105,1.0027243
35.5667827,01.3452,093.4834,06929,236.5675,171.1425,1.0027201
35.7196202,00.8022,094.8516,03574,000.1961,147.6245,0.9932980
36.0641358,00.0149,098.3226,03242,210.0959,108.5780,1.0027234
35.5883300,00.0199,080.4965,01779,246.5722,289.9091,1.0027098
35.9004231,01.5206,091.6581,00794,186.4641,283.5391,1.0027082
35.5581463,00.0172,081.8360,02491,230.5636,142.1816,1.0026860
36.1337842,00.0535,284.9245,02652,027.1247,105.8505,1.0027245
35.5268823,00.0161,001.0253,02444,342.6939,232.7926,1.0027119
35.7231968,00.0410,263.5635,01670,053.6290,304.4692,1.0027249
35.4719572,00.0230,094.6859,02663,223.0074,033.2791,1.0027387
35.6906578,02.9683,028.8201,02986,288.3508,129.6750,1.0027119
35.4352148,00.0211,110.8261,01248,316.3294,020.5616,1.0027096
36.0657432,00.0023,205.2786,00346,144.2186,069.7675,1.0027261
35.3039681,04.1412,070.6385,00714,348.6294,187.7978,1.0027976
35.7527272,00.0665,000.0268,06216,317.7646,261.5509,1.0027329
35.5123474,00.0384,293.3460,01743,009.5760,265.4527,1.0027074
35.8970583,00.0852,265.7923,02459,035.7659,300.8878,1.0027150
34.7127915,00.0636,261.5078,05112,028.1978,070.2227,1.0027005
36.0553560,00.0345,175.4437,04196,127.6685,224.4559,1.0027184
35.7042666,00.0423,260.6146,01506,102.0164,157.2675,1.0027201
35.3963264,00.0639,268.3649,04396,007.8685,019.6270,1.0027329
35.5900798,00.3632,093.6588,08662,179.5387,148.5561,0.9997111
35.5213278,00.0105,092.8001,02965,228.4330,247.5566,1.0027202
35.4206330,00.1204,105.1747,05752,211.3883,047.4004,1.0027088
35.6581188,00.0069,092.7817,03080,229.9533,309.4560,1.0027262
35.5367735,00.0606,010.8458,05018,311.0343,018.4767,1.0027104
35.7751895,00.0082,243.9450,02566,082.2166,215.2888,1.0027073
35.4074378,00.0143,100.2379,03673,220.1309,315.1226,1.0027189
35.6074403,00.0090,125.0843,00939,148.5132,192.3546,1.0027007
35.5720220,00.0225,135.8024,03187,175.5747,287.5302,1.0027170
35.7815577,00.0509,271.2413,03604,045.1811,259.3250,1.0027021
35.8123001,00.0026,107.8930,00427,215.4144,348.2249,1.0027240
35.3907722,00.0645,318.0644,05847,005.1459,337.4700,1.0027662
35.4403777,00.0111,117.0153,01722,200.4227,223.9641,1.0027216
35.5379938,00.0519,271.5844,00993,079.7712,197.4619,1.0027139
35.5525632,00.0276,178.5302,00470,125.6877,120.3557,1.0026959
35.5845228,00.1253,100.7331,08847,182.6994,144.2038,1.0027099
35.5533483,00.2568,083.7149,03317,236.3094,108.5163,1.0026963
36.0624929,00.0186,089.7447,02534,225.9026,082.8065,1.0027073
35.3963264,00.0748,291.0543,05229,016.0178,348.7969,1.0027238
35.5161858,00.0255,340.5248,03243,358.1167,250.3133,1.0026980
35.6074403,00.0220,102.0485,03486,197.6635,168.7022,1.0027064
35.4420352,00.0091,275.6500,00241,063.0676,211.7203,1.0027046
35.5871959,00.0028,119.1332,00185,190.9338,300.5727,1.0027085
35.6074403,00.0576,238.2802,02975,029.8379,194.6266,1.0027213
35.4721316,01.0201,094.5748,09221,189.7381,067.5690,1.0027041
35.5646018,00.0541,276.3484,03777,036.4755,176.6067,1.0027123
36.0740876,00.0142,087.5658,01876,249.8295,140.9798,1.0026897
35.4616068,00.0168,103.1175,00865,236.7142,326.3762,1.0026809
35.5213327,00.0151,086.9018,03083,229.6186,300.2816,1.0027082
35.5391289,00.0691,023.3624,04340,296.7931,033.1511,1.0027311
35.4616068,00.0185,348.9343,03173,318.3100,357.8065,1.0027152
35.5845228,00.0075,042.8663,03131,281.9973,104.5965,1.0027088
35.5539590,03.7682,007.5570,05019,301.1249,123.4082,1.0027078
35.6253180,00.0352,248.0721,00532,133.7194,074.0407,1.0027007
35.4074378,00.0375,254.1804,02570,059.4261,326.3345,1.0027165
34.2456176,20.7510,049.2502,42233,354.1498,195.8930,1.0027486
35.6581188,00.0007,078.2271,00331,255.2339,298.5252,1.0027219
35.5158369,03.6221,010.3971,02277,309.2207,267.3569,1.0027201
35.5606762,00.0472,280.6380,01492,057.8219,129.4888,1.0027160
35.5203731,00.0226,182.9955,01529,139.4109,289.0521,1.0027013
35.7656807,03.8350,073.0880,35936,251.8193,165.1471,1.0027092
35.4074378,00.0530,266.7811,02269,075.7496,294.0386,1.0026951
35.5322630,00.0053,048.2419,03068,271.3085,243.1993,1.0027302
35.8998222,00.0339,256.2520,04943,072.2784,222.1127,1.0026977
36.0317454,00.0592,014.1937,03028,277.1380,196.8771,1.0027109
35.7580912,00.0299,081.4221,03586,252.1016,115.7329,1.0027116
35.4562547,00.0345,251.2100,02729,041.0631,334.5452,1.0027289
35.3907722,00.0529,042.9498,04304,310.0825,307.6305,1.0027128
35.5123474,00.0132,163.2364,02818,152.7828,252.5523,1.0027153
35.7066220,00.0113,133.6484,01775,186.7688,212.2280,1.0027330
36.1337842,00.0347,299.0658,02690,012.6185,106.3033,1.0027164
35.6583805,03.1070,011.5712,02882,302.0923,319.6381,1.0027172
35.4462225,00.0140,072.1370,02370,253.1673,247.3902,1.0027217
35.6585550,00.0161,087.0339,03670,242.8695,304.4445,1.0027145
35.5188029,00.0429,275.9318,01583,036.0853,290.8839,1.0027004
35.4560467,00.0192,122.6713,00448,141.9849,052.7483,1.0027206
36.1321321,00.0187,115.1263,03290,204.9989,093.3424,1.0027139
36.0553560,00.0466,045.1338,03048,293.4290,189.0006,1.0027133
36.1620319,00.0760,299.5083,02558,350.4171,311.2843,1.0027235
35.8442188,04.0640,068.8710,04822,282.6141,173.4983,1.0026572
35.3883851,00.0329,258.5161,00109,173.3254,190.9704,1.0027197
35.5039668,00.0567,285.2220,02259,026.6538,186.7419,1.0027293
35.3407710,00.0557,354.5033,04697,317.4658,337.7796,1.0027791
35.4550334,00.0155,089.3821,02836,209.8943,321.0467,1.0027325
35.4616068,00.0670,358.4837,05293,321.3902,350.3640,1.0027355
36.0051247,00.0153,082.3888,01625,233.0143,241.2624,1.0027088
36.0817443,00.0135,074.5282,02165,200.7158,357.1198,1.0027124
35.5525632,00.0572,250.3201,02514,036.5847,137.6746,1.0027293
35.5853640,00.0146,080.0469,10786,156.3504,004.3571,1.0027244
36.0254962,00.0150,024.3621,00554,349.8752,043.4260,1.0027097
35.6557634,02.5024,012.7364,02807,308.8070,297.7800,1.0027176
35.5543952,00.0593,271.0136,01265,035.0538,128.1573,1.0026858
35.4962088,00.0799,265.6833,01557,068.5018,147.4455,1.0027096
35.4936789,00.0455,325.3670,04332,359.0993,143.3756,1.0027218
35.3141552,00.0517,099.9772,02610,240.1183,019.8778,1.0027080
35.5198497,00.0113,080.2121,02784,245.4286,282.9341,1.0027133
35.5221179,00.0305,206.2226,01069,067.6524,347.2165,1.0027088
35.7622785,00.0471,109.6853,02707,217.9257,144.1490,1.0027228
35.5956310,00.0552,281.3852,03067,036.5734,087.6701,1.0027118
35.4074378,00.0345,251.5511,01977,055.6353,332.6464,1.0027241
35.5372964,00.0082,134.3519,02832,184.3149,323.9171,1.0026945
35.5727132,00.0687,032.9108,04846,282.2171,061.1327,1.0027431
35.6948451,00.0163,083.4841,02384,239.4553,146.6525,1.0027202
35.4727150,00.0159,085.8252,01215,222.9316,343.5051,1.0027030
36.0660803,00.0445,254.3499,00235,099.7721,061.5234,1.0027145
35.4914666,01.3765,015.8256,01967,139.8429,295.3241,1.0026767
35.6948451,00.0422,244.8555,02625,094.2895,130.2966,1.0027105
31.2784871,30.0923,123.6570,00326,010.8737,353.5008,1.0026931
35.5191518,00.0188,083.6381,02274,227.7610,293.4216,1.0027154
35.5324366,00.0559,261.5870,00820,226.7108,069.3860,1.0027987
35.4636900,00.0189,089.6715,02878,221.9135,230.5400,1.0027122
36.0641358,00.0325,289.9405,02757,017.0968,109.7178,1.0027162
36.1651106,00.0280,039.8263,02988,268.2859,269.5742,1.0026902
35.5368607,00.0116,076.3142,01913,233.3442,030.9346,1.0026952
35.3907722,00.0563,108.4588,00727,174.0111,018.1797,1.0027093
35.5598910,00.0209,163.0186,01152,140.7844,160.0743,1.0027240
35.5404374,00.0543,028.6414,01479,311.3494,019.1964,1.0027616
35.5220306,00.0503,267.2863,02055,039.8854,313.2194,1.0027421
35.3485108,54.1572,184.2336,86296,231.8354,318.0437,1.0024678
35.4074378,00.0555,222.4510,04294,113.1267,298.1011,1.0027326
35.7272155,00.0082,095.2497,05921,217.9865,085.7743,1.0027248
36.0379923,02.4307,100.2233,02882,238.5258,173.5340,1.0027249
35.6310756,00.0395,126.4272,01355,092.4101,267.6658,1.0027302
35.6491094,41.5143,145.4957,759478,270.5808,088.6398,1.0025308
36.0254962,00.0266,087.3944,01744,317.3518,013.8658,1.0026905
35.6998176,00.0634,304.9499,04727,017.8277,173.3096,1.0027096
35.5662593,00.9232,052.6864,05402,172.3820,272.9597,1.0027210
36.0641358,02.2214,354.2980,02053,345.8561,076.3303,1.0027193
35.5595421,00.5464,099.4561,03551,234.6119,127.9721,1.0026810
36.0199364,00.0576,282.9295,02309,022.0344,117.8443,1.0027290
35.5900798,00.0313,238.1968,02333,091.2639,083.1572,1.0027179
35.4358549,51.7005,299.9340,72646,210.1939,256.6958,1.0030297
35.4616068,00.0135,025.7014,00612,343.3647,300.1373,1.0027343
35.4565164,00.0152,125.2851,02444,212.2901,290.8489,1.0027047
35.6074403,00.0255,208.9729,01836,130.0348,129.9106,1.0027084
35.4856532,59.1008,062.9599,48199,206.3501,157.1809,1.0029692
35.5408736,00.0393,249.7801,01041,294.4177,177.4576,1.0027119
36.0049417,00.0058,072.5210,02503,224.5488,251.8169,1.0027058
35.9124823,02.2087,338.3555,01644,343.9959,206.8481,1.0027233
35.5217689,00.0419,295.9135,02103,095.2998,227.7394,1.0027228
35.5956310,00.0147,104.5369,08056,178.4385,120.7343,1.0027135
35.5257664,00.0167,101.3806,01523,231.1543,078.8724,1.0027292
35.6074403,00.0762,267.3188,02533,301.8148,254.2917,1.0027246
35.7838258,02.8129,074.1924,11214,127.3076,026.0005,1.0027248
36.0870429,00.0250,101.4138,07569,346.7863,160.8492,1.0027040
35.5720220,00.0514,282.4423,02598,034.3284,280.3236,1.0027151
35.7669021,00.0430,241.5930,00592,119.9363,135.4137,1.0027013
35.3504355,54.4297,186.6508,66983,224.0109,305.4321,1.0027794
35.4560467,00.0372,027.1471,04220,327.9199,322.3620,1.0027081
35.6998176,00.0453,271.9476,00593,100.7085,123.5356,1.0026960
35.4700380,00.0356,221.1188,03210,097.2744,022.8869,1.0026954
35.9010244,00.0687,273.3598,03475,079.1733,236.1287,1.0027579
